"File","Operation","Tables","Columns","PrimaryTable","AliasedColumns","Sql"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","INSERT","export_print_log","file_path;filter_used;format;note;source_ip;table_name;user_id","export_print_log",,"INSERT INTO export_print_log (user_id, format, table_name, filter_used, file_path, source_ip, note) VALUES (NULL,@fmt,'user_training',@filter,@path,@ip,'Training export')"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","SELECT","users","*","users","System.Collections.Hashtable","SELECT * FROM users WHERE id=@id LIMIT 1;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","SELECT","users","*","users","System.Collections.Hashtable","SELECT * FROM users WHERE LOWER(username)=LOWER(@u) LIMIT 1;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","INSERT","users","active;email;full_name;is_locked;is_two_factor_enabled;password_hash;role;username","users",,"INSERT INTO users (username, password_hash, full_name, email, role, active, is_locked, is_two_factor_enabled) VALUES(@un, @ph, @fn, @em, @ro, @ac, @lk, @tfa);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","UPDATE","users","active;email;full_name;is_locked;is_two_factor_enabled;password_hash;role;username","users",,"UPDATE users SET username=@un, password_hash=@ph, full_name=@fn, email=@em, role=@ro, active=@ac, is_locked=@lk, is_two_factor_enabled=@tfa WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","UPDATE","users","failed_login_attempts;last_failed_login","users",,"UPDATE users SET failed_login_attempts = IFNULL(failed_login_attempts,0) + 1, last_failed_login = NOW() WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","SELECT","users","*","users","System.Collections.Hashtable","SELECT * FROM users WHERE id=@id LIMIT 1;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","SELECT","users","*","users","System.Collections.Hashtable","SELECT * FROM users WHERE LOWER(username)=LOWER(@u) LIMIT 1;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","SELECT","users","*","users","System.Collections.Hashtable","SELECT * FROM users ORDER BY username"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","INSERT","users","active;email;full_name;is_locked;is_two_factor_enabled;password_hash;role;username","users",,"INSERT INTO users (username, password_hash, full_name, email, role, active, is_locked, is_two_factor_enabled) VALUES(@un, @ph, @fn, @em, @ro, @ac, @lk, @tfa);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","UPDATE","users","active;email;full_name;is_locked;is_two_factor_enabled;password_hash;role;username","users",,"UPDATE users SET username=@un, password_hash=@ph, full_name=@fn, email=@em, role=@ro, active=@ac, is_locked=@lk, is_two_factor_enabled=@tfa WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","UPDATE","users","failed_login_attempts;last_login","users",,"UPDATE users SET last_login=NOW(), failed_login_attempts=0 WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","UPDATE","users","failed_login_attempts;last_failed_login","users",,"UPDATE users SET failed_login_attempts = IFNULL(failed_login_attempts,0) + 1, last_failed_login = NOW() WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","UPDATE","users","is_locked","users",,"UPDATE users SET is_locked=1 WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","UPDATE","users","failed_login_attempts;is_locked","users",,"UPDATE users SET is_locked=0, failed_login_attempts=0 WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","UPDATE","users","is_two_factor_enabled","users",,"UPDATE users SET is_two_factor_enabled=@tfa WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","UPDATE","users","password_reset_required","users",,"UPDATE users SET password_reset_required=1 WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Users.Extensions.cs","DELETE","users","","users",,"DELETE FROM users WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Validations.Extensions.cs","SELECT","validations","*","validations","System.Collections.Hashtable","SELECT * FROM validations ORDER BY date_start IS NULL, date_start DESC, id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Validations.Extensions.cs","SELECT","validations","*","validations","System.Collections.Hashtable","SELECT * FROM validations WHERE id=@id LIMIT 1"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Validations.Extensions.cs","INSERT","validations","code;comment;component_id;date_end;date_start;digital_signature;documentation;machine_id;next_due;status;type","validations",,"INSERT INTO validations (code, type, machine_id, component_id, date_start, date_end, documentation, comment, status, digital_signature, next_due) VALUES (@code,@type,@machine,@comp,@ds,@de,@doc,@comm,@status,@sig,@next);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Validations.Extensions.cs","UPDATE","validations","code;comment;component_id;date_end;date_start;digital_signature;documentation;machine_id;next_due;status;type","validations",,"UPDATE validations SET code=@code, type=@type, machine_id=@machine, component_id=@comp, date_start=@ds, date_end=@de, documentation=@doc, comment=@comm, status=@status, digital_signature=@sig, next_due=@next WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Validations.Extensions.cs","DELETE","validations","","validations",,"DELETE FROM validations WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Validations.Extensions.cs","INSERT","validation_audit","action;changed_at;details;device_info;digital_signature;source_ip;user_id;validation_id","validation_audit",,"INSERT INTO validation_audit (validation_id, user_id, action, changed_at, details, digital_signature, source_ip, device_info) VALUES (@vid,@uid,@act,UTC_TIMESTAMP(),@det,@sig,@ip,@dev);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Validations.Extensions.cs","SELECT","validations","*","validations","System.Collections.Hashtable","SELECT * FROM validations ORDER BY date_start IS NULL, date_start DESC, id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Validations.Extensions.cs","SELECT","validations","*","validations","System.Collections.Hashtable","SELECT * FROM validations WHERE id=@id LIMIT 1"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Validations.Extensions.cs","INSERT","validations","code;comment;component_id;date_end;date_start;digital_signature;documentation;machine_id;next_due;status;type","validations",,"INSERT INTO validations (code, type, machine_id, component_id, date_start, date_end, documentation, comment, status, digital_signature, next_due) VALUES (@code,@type,@machine,@comp,@ds,@de,@doc,@comm,@status,@sig,@next);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Validations.Extensions.cs","UPDATE","validations","code;comment;component_id;date_end;date_start;digital_signature;documentation;machine_id;next_due;status;type","validations",,"UPDATE validations SET code=@code, type=@type, machine_id=@machine, component_id=@comp, date_start=@ds, date_end=@de, documentation=@doc, comment=@comm, status=@status, digital_signature=@sig, next_due=@next WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Validations.Extensions.cs","DELETE","validations","","validations",,"DELETE FROM validations WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Validations.Extensions.cs","INSERT","validation_audit","action;changed_at;details;device_info;digital_signature;source_ip;user_id;validation_id","validation_audit",,"INSERT INTO validation_audit (validation_id, user_id, action, changed_at, details, digital_signature, source_ip, device_info) VALUES (@vid,@uid,@act,UTC_TIMESTAMP(),@det,@sig,@ip,@dev);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","SELECT","work_orders","*","work_orders","System.Collections.Hashtable","SELECT * FROM work_orders ORDER BY date_open DESC, id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","SELECT","work_orders","*","work_orders","System.Collections.Hashtable","SELECT * FROM work_orders WHERE id=@id LIMIT 1"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","INSERT","work_orders","assigned_to;component_id;created_by;date_close;date_open;description;digital_signature;machine_id;priority;related_incident;result;status;type","work_orders",,"INSERT INTO work_orders (machine_id, component_id, type, created_by, assigned_to, date_open, date_close, description, result, status, digital_signature, priority, related_incident) VALUES (@mid, @cid, @type, @cby, @asgn, @open, @close, @desc, @res, @status, @sig, @prio, @inc)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","UPDATE","work_orders","assigned_to;component_id;created_by;date_close;date_open;description;digital_signature;machine_id;priority;related_incident;result;status;type","work_orders",,"UPDATE work_orders SET machine_id=@mid, component_id=@cid, type=@type, created_by=@cby, assigned_to=@asgn, date_open=@open, date_close=@close, description=@desc, result=@res, status=@status, digital_signature=@sig, priority=@prio, related_incident=@inc WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","INSERT","work_orders","description;machine_id;priority;status;type","work_orders",,"INSERT INTO work_orders (machine_id, type, description, status, priority) VALUES (@mid, @type, @desc, @status, @prio)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","UPDATE","work_orders","description;machine_id;priority;status;type","work_orders",,"UPDATE work_orders SET machine_id=@mid, type=@type, description=@desc, status=@status, priority=@prio WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","INSERT","work_order_audit","action;device_info;note;source_ip;user_id;work_order_id","work_order_audit",,"INSERT INTO work_order_audit (work_order_id, user_id, action, note, source_ip, device_info) VALUES (@wo, @uid, @act, @note, @ip, @dev)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","SELECT","work_orders","*","work_orders","System.Collections.Hashtable","SELECT * FROM work_orders ORDER BY date_open DESC, id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","SELECT","work_orders","*","work_orders","System.Collections.Hashtable","SELECT * FROM work_orders WHERE id=@id LIMIT 1"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","INSERT","work_orders","assigned_to;component_id;created_by;date_close;date_open;description;digital_signature;machine_id;priority;related_incident;result;status;type","work_orders",,"INSERT INTO work_orders (machine_id, component_id, type, created_by, assigned_to, date_open, date_close, description, result, status, digital_signature, priority, related_incident) VALUES (@mid, @cid, @type, @cby, @asgn, @open, @close, @desc, @res, @status, @sig, @prio, @inc)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","UPDATE","work_orders","assigned_to;component_id;created_by;date_close;date_open;description;digital_signature;machine_id;priority;related_incident;result;status;type","work_orders",,"UPDATE work_orders SET machine_id=@mid, component_id=@cid, type=@type, created_by=@cby, assigned_to=@asgn, date_open=@open, date_close=@close, description=@desc, result=@res, status=@status, digital_signature=@sig, priority=@prio, related_incident=@inc WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","INSERT","work_orders","description;machine_id;priority;status;type","work_orders",,"INSERT INTO work_orders (machine_id, type, description, status, priority) VALUES (@mid, @type, @desc, @status, @prio)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","UPDATE","work_orders","description;machine_id;priority;status;type","work_orders",,"UPDATE work_orders SET machine_id=@mid, type=@type, description=@desc, status=@status, priority=@prio WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","DELETE","work_orders","","work_orders",,"DELETE FROM work_orders WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","DELETE","work_orders","","work_orders",,"DELETE FROM work_orders WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","UPDATE","work_orders","status","work_orders",,"UPDATE work_orders SET status='zavrsen' WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","UPDATE","work_orders","date_close;status","work_orders",,"UPDATE work_orders SET status='zavrsen', date_close=NOW() WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.WorkOrders.Extensions.cs","INSERT","work_order_audit","action;device_info;note;source_ip;user_id;work_order_id","work_order_audit",,"INSERT INTO work_order_audit (work_order_id, user_id, action, note, source_ip, device_info) VALUES (@wo, @uid, @act, @note, @ip, @dev)"
"C:\GitHub\YASGMP\YASGMP\Services\RBACService.cs","INSERT","role_permissions","allowed;assigned_at;assigned_by;permission_id;role_id","role_permissions",,"INSERT INTO role_permissions (role_id, permission_id, allowed, assigned_by, assigned_at) VALUES (@r, @p, 1, @u, UTC_TIMESTAMP()) ON DUPLICATE KEY UPDATE allowed=VALUES(allowed), assigned_by=VALUES(assigned_by), assigned_at=VALUES(assigned_at);"
"C:\GitHub\YASGMP\YASGMP\Services\RBACService.cs","INSERT","roles","compliance_tags;created_at;created_by_id;description;is_deleted;last_modified_by_id;name;notes;org_unit;updated_at;version","roles",,"INSERT INTO roles(name, description, org_unit, compliance_tags, is_deleted, notes, created_at, updated_at, created_by_id, last_modified_by_id, version) VALUES (@n,@d,@ou,@ct,0,@note,UTC_TIMESTAMP(),UTC_TIMESTAMP(),@by,@by,1); SELECT LAST_INSERT_ID();"
"C:\GitHub\YASGMP\YASGMP\Services\RBACService.cs","UPDATE","roles","compliance_tags;description;last_modified_by_id;name;notes;org_unit;updated_at;version","roles",,"UPDATE roles SET name=@n, description=@d, org_unit=@ou, compliance_tags=@ct, notes=@note, updated_at=UTC_TIMESTAMP(), last_modified_by_id=@by, version=version+1 WHERE id=@id AND is_deleted=0;"
"C:\GitHub\YASGMP\YASGMP\Services\RBACService.cs","INSERT","role_permissions","allowed;assigned_at;assigned_by;permission_id;role_id","role_permissions",,"INSERT INTO role_permissions (role_id, permission_id, allowed, assigned_by, assigned_at) VALUES (@r, @p, 1, @u, UTC_TIMESTAMP()) ON DUPLICATE KEY UPDATE allowed=VALUES(allowed), assigned_by=VALUES(assigned_by), assigned_at=VALUES(assigned_at);"
"C:\GitHub\YASGMP\YASGMP\Services\RBACService.cs","DELETE","role_permissions","","role_permissions",,"DELETE FROM role_permissions WHERE role_id=@r AND permission_id=@p"
"C:\GitHub\YASGMP\YASGMP\Services\RBACService.cs","INSERT","roles","compliance_tags;created_at;created_by_id;description;is_deleted;last_modified_by_id;name;notes;org_unit;updated_at;version","roles",,"INSERT INTO roles(name, description, org_unit, compliance_tags, is_deleted, notes, created_at, updated_at, created_by_id, last_modified_by_id, version) VALUES (@n,@d,@ou,@ct,0,@note,UTC_TIMESTAMP(),UTC_TIMESTAMP(),@by,@by,1); SELECT LAST_INSERT_ID();"
"C:\GitHub\YASGMP\YASGMP\Services\RBACService.cs","UPDATE","roles","compliance_tags;description;last_modified_by_id;name;notes;org_unit;updated_at;version","roles",,"UPDATE roles SET name=@n, description=@d, org_unit=@ou, compliance_tags=@ct, notes=@note, updated_at=UTC_TIMESTAMP(), last_modified_by_id=@by, version=version+1 WHERE id=@id AND is_deleted=0;"
"C:\GitHub\YASGMP\YASGMP\Services\RBACService.cs","UPDATE","roles","is_deleted;last_modified_by_id;updated_at;version","roles",,"UPDATE roles SET is_deleted=1, updated_at=UTC_TIMESTAMP(), last_modified_by_id=@by, version=version+1 WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\RBACService.cs","DELETE","role_permissions","","role_permissions",,"DELETE FROM role_permissions WHERE role_id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\RBACService.cs","DELETE","user_roles","","user_roles",,"DELETE FROM user_roles WHERE role_id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\SupplierAuditService.cs","INSERT","supplier_audit","action;changed_at;details;device_info;digital_signature;source_ip;supplier_id;user_id","supplier_audit",,"INSERT INTO supplier_audit (supplier_id, user_id, action, details, changed_at, source_ip, device_info, digital_signature) VALUES (@supplierId, @userId, @action, @details, @changedAt, @sourceIp, @deviceInfo, @digitalSignature)"
"C:\GitHub\YASGMP\YASGMP\Services\SupplierAuditService.cs","INSERT","supplier_audit","action;changed_at;details;device_info;digital_signature;source_ip;supplier_id;user_id","supplier_audit",,"INSERT INTO supplier_audit (supplier_id, user_id, action, details, changed_at, source_ip, device_info, digital_signature) VALUES (@supplierId, @userId, @action, @details, @changedAt, @sourceIp, @deviceInfo, @digitalSignature)"
"C:\GitHub\YASGMP\YASGMP\Services\UserService.cs","UPDATE","users","password_hash","users",,"UPDATE users SET password_hash=@ph WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\ValidationAuditService.cs","SELECT","validation_audit","*","validation_audit","System.Collections.Hashtable","SELECT * FROM validation_audit WHERE validation_id=@vid ORDER BY changed_at DESC"
"C:\GitHub\YASGMP\YASGMP\Services\ValidationAuditService.cs","SELECT","validation_audit","*","validation_audit","System.Collections.Hashtable","SELECT * FROM validation_audit WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\WindowManagerService.cs","SELECT","user_window_layouts","height;pos_x;pos_y;width","user_window_layouts","System.Collections.Hashtable","SELECT pos_x, pos_y, width, height FROM user_window_layouts WHERE user_id=@u AND page_type=@p LIMIT 1;"
"C:\GitHub\YASGMP\YASGMP\Services\WindowManagerService.cs","INSERT","user_window_layouts","height;page_type;pos_x;pos_y;saved_at;user_id;width","user_window_layouts",,"INSERT INTO user_window_layouts (user_id, page_type, pos_x, pos_y, width, height, saved_at) VALUES (@u,@p,@x,@y,@w,@h,UTC_TIMESTAMP()) ON DUPLICATE KEY UPDATE pos_x=VALUES(pos_x), pos_y=VALUES(pos_y), width=VALUES(width), height=VALUES(height), saved_at=UTC_TIMESTAMP();"
"C:\GitHub\YASGMP\YASGMP\Services\WindowManagerService.cs","SELECT","user_window_layouts","height;pos_x;pos_y;width","user_window_layouts","System.Collections.Hashtable","SELECT pos_x, pos_y, width, height FROM user_window_layouts WHERE user_id=@u AND page_type=@p LIMIT 1;"
"C:\GitHub\YASGMP\YASGMP\Services\WindowManagerService.cs","INSERT","user_window_layouts","height;page_type;pos_x;pos_y;saved_at;user_id;width","user_window_layouts",,"INSERT INTO user_window_layouts (user_id, page_type, pos_x, pos_y, width, height, saved_at) VALUES (@u,@p,@x,@y,@w,@h,UTC_TIMESTAMP()) ON DUPLICATE KEY UPDATE pos_x=VALUES(pos_x), pos_y=VALUES(pos_y), width=VALUES(width), height=VALUES(height), saved_at=UTC_TIMESTAMP();"
"C:\GitHub\YASGMP\YASGMP\tools\schema\Snapshotter\Program.cs","SELECT","information_schema","character_maximum_length;collation_name;column_comment;column_default;column_key;column_name;column_type;data_type;datetime_precision;extra;is_nullable;numeric_precision;numeric_scale;table_name","information_schema","System.Collections.Hashtable","SELECT TABLE_NAME, COLUMN_NAME, DATA_TYPE, COLUMN_TYPE, IS_NULLABLE, COLUMN_DEFAULT, EXTRA, COLUMN_KEY, CHARACTER_MAXIMUM_LENGTH, NUMERIC_PRECISION, NUMERIC_SCALE, DATETIME_PRECISION, COLLATION_NAME, COLUMN_COMMENT FROM information_schema.columns WHERE table_schema = '{dbName}' ORDER BY TABLE_NAME, ORDINAL_POSITION;"
"C:\GitHub\YASGMP\YASGMP\tools\schema\Snapshotter\Program.cs","SELECT","information_schema","column_name;ordinal_position;table_name","information_schema","System.Collections.Hashtable","SELECT tc.TABLE_NAME, kcu.COLUMN_NAME, kcu.ORDINAL_POSITION FROM information_schema.table_constraints tc JOIN information_schema.key_column_usage kcu ON tc.CONSTRAINT_SCHEMA = kcu.CONSTRAINT_SCHEMA AND tc.TABLE_NAME = kcu.TABLE_NAME AND tc.CONSTRAINT_NAME = kcu.CONSTRAINT_NAME WHERE tc.CONSTRAINT_SCHEMA = '{dbName}' AND tc.CONSTRAINT_TYPE = 'PRIMARY KEY' ORDER BY tc.TABLE_NAME, kcu.ORDINAL_POSITION;"
"C:\GitHub\YASGMP\YASGMP\tools\schema\Snapshotter\Program.cs","SELECT","information_schema","column_name;constraint_name;delete_rule;ordinal_position;referenced_column_name;referenced_table_name;table_name;update_rule","information_schema","System.Collections.Hashtable","SELECT k.TABLE_NAME, k.CONSTRAINT_NAME, k.COLUMN_NAME, k.ORDINAL_POSITION, k.REFERENCED_TABLE_NAME, k.REFERENCED_COLUMN_NAME, rc.UPDATE_RULE, rc.DELETE_RULE FROM information_schema.key_column_usage k JOIN information_schema.referential_constraints rc ON rc.CONSTRAINT_SCHEMA = k.CONSTRAINT_SCHEMA AND rc.CONSTRAINT_NAME = k.CONSTRAINT_NAME WHERE k.CONSTRAINT_SCHEMA = '{dbName}' AND k.REFERENCED_TABLE_NAME IS NOT NULL ORDER BY k.TABLE_NAME, k.CONSTRAINT_NAME, k.ORDINAL_POSITION;"
"C:\GitHub\YASGMP\YASGMP\tools\schema\Snapshotter\Program.cs","SELECT","information_schema","cardinality;collation;column_name;comment;index_name;index_type;non_unique;nullable;seq_in_index;sub_part;table_name","information_schema","System.Collections.Hashtable","SELECT TABLE_NAME, INDEX_NAME, NON_UNIQUE, SEQ_IN_INDEX, COLUMN_NAME, COLLATION, CARDINALITY, SUB_PART, NULLABLE, INDEX_TYPE, COMMENT FROM information_schema.statistics WHERE TABLE_SCHEMA = '{dbName}' ORDER BY TABLE_NAME, INDEX_NAME, SEQ_IN_INDEX;"
"C:\GitHub\YASGMP\YASGMP\tools\schema\Snapshotter\Program.cs","SELECT","information_schema","schema_name","information_schema","System.Collections.Hashtable","SELECT SCHEMA_NAME FROM information_schema.schemata WHERE SCHEMA_NAME IN ('yasgmp','yasmp') ORDER BY SCHEMA_NAME='yasgmp' DESC LIMIT 1;"
"C:\GitHub\YASGMP\YASGMP\tools\schema\Snapshotter\Program.cs","SELECT","information_schema","table_name","information_schema","System.Collections.Hashtable","SELECT TABLE_NAME FROM information_schema.tables WHERE table_schema='{dbName}' AND TABLE_TYPE='BASE TABLE' ORDER BY TABLE_NAME;"
"C:\GitHub\YASGMP\YASGMP\tools\schema\Snapshotter\Program.cs","SELECT","information_schema","table_name","information_schema","System.Collections.Hashtable","SELECT TABLE_NAME FROM information_schema.views WHERE table_schema='{dbName}' ORDER BY TABLE_NAME;"
"C:\GitHub\YASGMP\YASGMP\tools\schema\Snapshotter\Program.cs","SELECT","information_schema","trigger_name","information_schema","System.Collections.Hashtable","SELECT TRIGGER_NAME FROM information_schema.triggers WHERE trigger_schema='{dbName}' ORDER BY TRIGGER_NAME;"
"C:\GitHub\YASGMP\YASGMP\tools\schema\Snapshotter\Program.cs","SELECT","information_schema","routine_name;routine_type","information_schema","System.Collections.Hashtable","SELECT ROUTINE_NAME, ROUTINE_TYPE FROM information_schema.routines WHERE ROUTINE_SCHEMA='{dbName}' ORDER BY ROUTINE_NAME;"
"C:\GitHub\YASGMP\YASGMP\tools\schema\Snapshotter\Program.cs","SELECT","information_schema","character_maximum_length;collation_name;column_comment;column_default;column_key;column_name;column_type;data_type;datetime_precision;extra;is_nullable;numeric_precision;numeric_scale;table_name","information_schema","System.Collections.Hashtable","SELECT TABLE_NAME, COLUMN_NAME, DATA_TYPE, COLUMN_TYPE, IS_NULLABLE, COLUMN_DEFAULT, EXTRA, COLUMN_KEY, CHARACTER_MAXIMUM_LENGTH, NUMERIC_PRECISION, NUMERIC_SCALE, DATETIME_PRECISION, COLLATION_NAME, COLUMN_COMMENT FROM information_schema.columns WHERE table_schema = '{dbName}' ORDER BY TABLE_NAME, ORDINAL_POSITION;"
"C:\GitHub\YASGMP\YASGMP\tools\schema\Snapshotter\Program.cs","SELECT","information_schema","column_name;ordinal_position;table_name","information_schema","System.Collections.Hashtable","SELECT tc.TABLE_NAME, kcu.COLUMN_NAME, kcu.ORDINAL_POSITION FROM information_schema.table_constraints tc JOIN information_schema.key_column_usage kcu ON tc.CONSTRAINT_SCHEMA = kcu.CONSTRAINT_SCHEMA AND tc.TABLE_NAME = kcu.TABLE_NAME AND tc.CONSTRAINT_NAME = kcu.CONSTRAINT_NAME WHERE tc.CONSTRAINT_SCHEMA = '{dbName}' AND tc.CONSTRAINT_TYPE = 'PRIMARY KEY' ORDER BY tc.TABLE_NAME, kcu.ORDINAL_POSITION;"
"C:\GitHub\YASGMP\YASGMP\tools\schema\Snapshotter\Program.cs","SELECT","information_schema","column_name;constraint_name;delete_rule;ordinal_position;referenced_column_name;referenced_table_name;table_name;update_rule","information_schema","System.Collections.Hashtable","SELECT k.TABLE_NAME, k.CONSTRAINT_NAME, k.COLUMN_NAME, k.ORDINAL_POSITION, k.REFERENCED_TABLE_NAME, k.REFERENCED_COLUMN_NAME, rc.UPDATE_RULE, rc.DELETE_RULE FROM information_schema.key_column_usage k JOIN information_schema.referential_constraints rc ON rc.CONSTRAINT_SCHEMA = k.CONSTRAINT_SCHEMA AND rc.CONSTRAINT_NAME = k.CONSTRAINT_NAME WHERE k.CONSTRAINT_SCHEMA = '{dbName}' AND k.REFERENCED_TABLE_NAME IS NOT NULL ORDER BY k.TABLE_NAME, k.CONSTRAINT_NAME, k.ORDINAL_POSITION;"
"C:\GitHub\YASGMP\YASGMP\tools\schema\Snapshotter\Program.cs","SELECT","information_schema","cardinality;collation;column_name;comment;index_name;index_type;non_unique;nullable;seq_in_index;sub_part;table_name","information_schema","System.Collections.Hashtable","SELECT TABLE_NAME, INDEX_NAME, NON_UNIQUE, SEQ_IN_INDEX, COLUMN_NAME, COLLATION, CARDINALITY, SUB_PART, NULLABLE, INDEX_TYPE, COMMENT FROM information_schema.statistics WHERE TABLE_SCHEMA = '{dbName}' ORDER BY TABLE_NAME, INDEX_NAME, SEQ_IN_INDEX;"
"C:\GitHub\YASGMP\YASGMP\tools\SchemaSnapshot\Program.cs","SELECT","information_schema","engine;ifnull(table_comment;table_collation","information_schema","System.Collections.Hashtable","SELECT ENGINE, TABLE_COLLATION, IFNULL(TABLE_COMMENT,'') FROM information_schema.tables WHERE table_schema=DATABASE() AND table_name=@t"
"C:\GitHub\YASGMP\YASGMP\tools\SchemaSnapshot\Program.cs","SELECT","information_schema","column_default;column_name;column_type;data_type;extra;ifnull(column_comment;is_nullable;ordinal_position","information_schema","System.Collections.Hashtable","SELECT COLUMN_NAME, DATA_TYPE, COLUMN_TYPE, IS_NULLABLE, COLUMN_DEFAULT, EXTRA, ORDINAL_POSITION, IFNULL(COLUMN_COMMENT,'') FROM information_schema.columns WHERE table_schema=DATABASE() AND table_name=@t ORDER BY ORDINAL_POSITION"
"C:\GitHub\YASGMP\YASGMP\tools\SchemaSnapshot\Program.cs","SELECT","information_schema","column_name;constraint_name","information_schema","System.Collections.Hashtable","SELECT COLUMN_NAME, CONSTRAINT_NAME FROM information_schema.key_column_usage WHERE table_schema=DATABASE() AND table_name=@t"
"C:\GitHub\YASGMP\YASGMP\tools\SchemaSnapshot\Program.cs","SELECT","information_schema","table_name","information_schema","System.Collections.Hashtable","SELECT table_name FROM information_schema.tables WHERE table_schema=DATABASE()"
"C:\GitHub\YASGMP\YASGMP\tools\SchemaSnapshot\Program.cs","SELECT","information_schema","engine;ifnull(table_comment;table_collation","information_schema","System.Collections.Hashtable","SELECT ENGINE, TABLE_COLLATION, IFNULL(TABLE_COMMENT,'') FROM information_schema.tables WHERE table_schema=DATABASE() AND table_name=@t"
